food_id	food_name	Protein	Lipid	Carbohydrate	Energy
19202	Puddings, vanilla, dry mix, instant	0.0	0.6	92.9	377
11011	Asparagus, raw	2.2	0.12	3.88	20
11015	Asparagus, canned, drained solids	2.14	0.65	2.46	19
11019	Asparagus, frozen, cooked, boiled, drained, without salt	2.95	0.42	1.92	18
11023	Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt	3.6	0.2	6.68	34
11025	Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt	0.84	0.18	4.32	19
19218	Puddings, tapioca, ready-to-eat	1.95	3.88	21.69	130
11028	Bamboo shoots, canned, drained solids	1.72	0.4	3.22	19
19226	Frostings, chocolate, creamy, ready-to-eat	1.1	17.6	63.2	397
11038	Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt	6.07	0.34	19.32	103
19230	Frostings, vanilla, creamy, ready-to-eat	0.0	16.23	67.89	418
11043	Mung beans, mature seeds, sprouted, raw	3.04	0.18	5.94	30
11044	Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt	2.03	0.09	4.19	21
11052	Beans, snap, green, raw	1.83	0.22	6.97	31
11056	Beans, snap, green, canned, regular pack, drained solids	1.04	0.39	4.11	24
11061	Beans, snap, green, frozen, cooked, boiled, drained without salt	1.49	0.17	6.45	28
19260	Ice creams, vanilla, light, no sugar added	3.97	7.45	21.42	169
19263	Frozen novelties, fruit and juice bars	1.2	0.1	20.2	87
19265	Ice creams, chocolate, light, no sugar added	3.54	5.74	26.79	173
19270	Ice creams, chocolate	3.8	11.0	28.2	216
11080	Beets, raw	1.61	0.17	9.56	43
11084	Beets, canned, drained solids	0.91	0.14	7.21	31
11086	Beet greens, raw	2.2	0.13	4.33	22
19280	Frozen novelties, ice type, lime	0.4	0.0	32.6	128
11090	Broccoli, raw	2.57	0.34	6.27	39
19283	Frozen novelties, ice type, pop	0.0	0.24	19.23	79
11093	Broccoli, frozen, chopped, cooked, boiled, drained, without salt	3.1	0.12	5.35	28
11096	Broccoli raab, raw	3.17	0.49	2.85	22
11098	Brussels sprouts, raw	3.38	0.3	8.95	43
11101	Brussels sprouts, frozen, cooked, boiled, drained, without salt	3.64	0.39	8.32	42
19293	Frozen yogurts, vanilla, soft-serve	4.0	5.6	24.2	159
19294	Fruit butters, apple	0.39	0.3	42.47	173
11104	Burdock root, raw	1.53	0.15	17.34	72
19296	Honey	0.3	0.0	82.4	304
19297	Jams and preserves	0.37	0.07	68.86	278
19300	Jellies	0.15	0.02	69.95	266
11109	Cabbage, raw	1.28	0.1	5.8	25
19303	Marmalade, orange	0.3	0.0	66.3	246
11112	Cabbage, red, raw	1.43	0.16	7.37	31
19304	Molasses	0.0	0.1	74.73	290
11114	Cabbage, savoy, raw	2.0	0.1	6.1	27
11116	Cabbage, chinese (pak-choi), raw	1.5	0.2	2.18	13
11118	Cabbage, kimchi	1.1	0.5	2.4	15
19312	Pie fillings, apple, canned	0.1	0.1	26.1	100
11124	Carrots, raw	0.93	0.24	9.58	41
11125	Carrots, cooked, boiled, drained, without salt	0.76	0.18	8.22	35
11128	Carrots, canned, regular pack, drained solids	0.64	0.19	5.54	25
11130	Carrots, frozen, unprepared	0.81	0.47	7.92	39
11131	Carrots, frozen, cooked, boiled, drained, without salt	0.58	0.68	7.73	37
11134	Cassava, raw	1.36	0.28	38.06	160
11135	Cauliflower, raw	1.92	0.28	4.97	25
11138	Cauliflower, frozen, cooked, boiled, drained, without salt	1.61	0.22	3.75	19
19334	Sugars, brown	0.12	0.0	98.09	380
11143	Celery, raw	0.69	0.17	2.97	14
19335	Sugars, granulated	0.0	0.32	99.6	401
19336	Sugars, powdered	0.0	0.0	99.77	389
19337	Sweeteners, tabletop, aspartame, EQUAL, packets	2.17	0.0	89.08	365
11147	Chard, swiss, raw	1.8	0.2	3.74	19
11149	Chayote, fruit, raw	0.82	0.13	4.51	19
19345	Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup	1.4	0.97	34.56	153
11156	Chives, raw	3.27	0.73	4.35	30
19348	Syrups, chocolate, fudge-type	4.6	8.9	62.9	350
19349	Syrups, corn, dark	0.0	0.0	77.59	286
19350	Syrups, corn, light	0.0	0.2	76.79	283
11161	Collards, raw	3.02	0.61	5.42	32
11164	Collards, frozen, chopped, cooked, boiled, drained, without salt	2.97	0.41	7.1	36
11165	Coriander (cilantro) leaves, raw	2.13	0.52	3.67	23
11167	Corn, sweet, yellow, raw	3.27	1.35	18.7	86
19360	Syrups, table blends, pancake, with 2% maple	0.0	0.1	69.6	265
11172	Corn, sweet, yellow, canned, whole kernel, drained solids	2.29	1.22	14.34	67
19364	Toppings, butterscotch or caramel	1.21	0.0	57.01	216
11174	Corn, sweet, yellow, canned, cream style, regular pack	1.74	0.42	18.13	72
19365	Toppings, marshmallow cream	0.8	0.3	79.0	322
19367	Toppings, nuts in syrup	4.5	22.0	58.08	448
19370	Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies	0.19	4.37	90.78	405
11179	Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt	2.55	0.67	19.3	81
3000	Clif Z bar	5.55	9.72	74.72	416
3002	Babyfood, meat, beef, strained	12.03	2.52	2.43	81
11196	Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt	8.49	0.66	23.76	132
3008	Babyfood, meat, ham, strained	11.3	3.8	3.7	97
11203	Cress, garden, raw	2.6	0.7	5.5	32
3012	Babyfood, meat, chicken, strained	13.7	7.9	0.1	130
11205	Cucumber, with peel, raw	0.65	0.11	3.63	15
3015	Babyfood, meat, turkey, strained	11.5	6.2	1.4	111
11207	Dandelion greens, raw	2.7	0.7	9.2	45
3017	Babyfood, meat, turkey sticks, junior	13.7	14.2	1.4	188
11209	Eggplant, raw	0.98	0.18	5.88	25
19400	Snacks, banana chips	2.3	33.6	58.4	519
11212	Edamame, frozen, prepared	11.91	5.2	8.91	121
19404	Snacks, granola bars, soft, uncoated, chocolate chip	5.65	16.57	70.2	418
11214	Escarole, cooked, boiled, drained, no salt added	1.15	0.18	3.07	15
3023	Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon	6.19	2.3	85.79	344
3024	Babyfood, water, bottled, GERBER, without added fluoride	0.0	0.0	0.0	0
11215	Garlic, raw	6.62	0.38	28.2	143
11216	Ginger root, raw	1.82	0.75	17.77	80
19410	Snack, potato chips, made from dried potatoes, plain	4.62	35.28	55.38	545
19411	Snacks, potato chips, plain, salted	6.39	33.98	53.83	532
19415	Snacks, potato sticks	6.7	34.4	53.3	522
11233	Kale, raw	2.92	1.49	4.42	43
11236	Kale, frozen, cooked, boiled, drained, without salt	2.94	1.21	5.3	44
11238	Mushrooms, shiitake	2.41	0.2	8.17	44
3048	Babyfood, macaroni and cheese, toddler	3.5	2.6	11.2	82
11241	Kohlrabi, raw	1.7	0.1	6.2	27
19434	Cheese puffs and twists, corn based, baked, low fat	8.5	12.1	72.35	432
11243	Mushroom, portabella	2.75	0.31	4.66	32
19435	Snacks, granola bar, fruit-filled, nonfat	5.9	0.9	77.6	342
11245	Lambsquarters, cooked, boiled, drained, without salt	3.2	0.7	5.0	32
11246	Leeks, (bulb and lower leaf-portion), raw	1.5	0.3	14.15	61
19438	Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares	3.4	9.0	80.5	417
19441	Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit	4.22	8.67	67.61	365
11250	Lettuce, butterhead (includes boston and bibb types), raw	1.35	0.22	2.23	13
11251	Lettuce, cos or romaine, raw	1.24	0.26	3.24	20
11252	Lettuce, iceberg (includes crisphead types), raw	0.9	0.14	2.97	14
11253	Lettuce, green leaf, raw	1.36	0.15	2.87	15
11255	Lotus root, cooked, boiled, drained, without salt	1.58	0.07	16.02	66
11257	Lettuce, red leaf, raw	1.33	0.22	2.26	13
11260	Mushrooms, white button	2.89	0.37	4.08	31
11264	Mushrooms, canned, drained solids	1.87	0.29	5.09	25
11266	Mushroom, crimini	3.09	0.2	4.01	30
11269	Mushrooms, shiitake, cooked, without salt	1.56	0.22	14.39	56
11270	Mustard greens, raw	2.86	0.42	4.67	27
11273	Mustard greens, frozen, cooked, boiled, drained, without salt	2.27	0.25	3.11	19
11278	Okra, raw	1.93	0.19	7.45	33
11281	Okra, frozen, cooked, boiled, drained, without salt	1.63	0.24	6.41	29
11282	Onions, raw	1.1	0.1	9.34	40
11283	Onions, cooked, boiled, drained, without salt	1.36	0.19	10.15	44
3092	Babyfood, vegetables, green beans, junior	1.2	0.1	5.8	24
3098	Babyfood, vegetables, beets, strained	1.3	0.1	7.7	34
3099	Babyfood, vegetables, carrots, strained	0.8	0.1	6.0	26
3100	Babyfood, vegetables, carrots, junior	0.8	0.2	7.2	32
11290	Onions, frozen, whole, cooked, boiled, drained, without salt	0.71	0.05	6.7	28
11291	Onions, spring or scallions (includes tops and bulb), raw	1.83	0.19	7.34	32
44061	Puddings, chocolate flavor, low calorie, instant, dry mix	5.3	2.4	78.2	356
3104	Babyfood, vegetables, squash, strained	0.81	0.2	5.73	28
3105	Babyfood, vegetables, squash, junior	0.81	0.2	5.73	24
11296	Onion rings, breaded, par fried, frozen, prepared, heated in oven	4.52	14.4	36.3	293
11297	Parsley, fresh	2.97	0.79	6.33	36
3108	Babyfood, vegetables, sweet potatoes strained	1.1	0.1	13.2	57
3109	Babyfood, vegetables, sweet potatoes, junior	1.1	0.1	14.0	60
11299	Parsnips, cooked, boiled, drained, without salt	1.32	0.3	17.01	71
11300	Peas, edible-podded, raw	2.8	0.2	7.55	42
3112	Babyfood, potatoes, toddler	1.0	0.1	11.73	52
11303	Peas, edible-podded, frozen, cooked, boiled, drained, without salt	3.5	0.38	9.02	52
11304	Peas, green, raw	5.42	0.4	14.45	81
44074	Babyfood, grape juice, no sugar, canned	0.0	0.0	15.38	62
3116	Babyfood, fruit, applesauce, strained	0.2	0.2	10.8	41
3117	Babyfood, fruit, applesauce, junior	0.0	0.0	10.3	37
11308	Peas, green (includes baby and lesuer types), canned, drained solids, unprepared	4.47	0.8	11.36	68
3119	Babyfood, vegetables, corn, creamed, strained	1.4	0.4	14.1	57
3121	Babyfood, vegetables, peas, strained	3.27	0.43	8.36	50
11313	Peas, green, frozen, cooked, boiled, drained, without salt	5.15	0.27	14.26	78
3127	Babyfood, vegetables, spinach, creamed, strained	2.5	1.3	5.7	37
3130	Babyfood, fruit, peaches, strained	0.94	0.33	14.48	65
3131	Babyfood, fruit, peaches, junior	0.94	0.33	14.48	65
3132	Babyfood, fruit, pears, strained	0.3	0.2	10.8	42
3133	Babyfood, fruit, pears, junior	0.3	0.1	11.6	44
3139	Babyfood, prunes, without vitamin c, strained	1.0	0.2	23.52	100
19524	Snacks, taro chips	2.3	24.9	68.1	498
11333	Peppers, sweet, green, raw	0.86	0.17	4.64	20
11334	Peppers, sweet, green, cooked, boiled, drained, without salt	0.92	0.2	6.7	28
11351	Pokeberry shoots, (poke), cooked, boiled, drained, without salt	2.3	0.4	3.1	20
11352	Potatoes, flesh and skin, raw	2.05	0.09	17.49	77
3166	Babyfood, juice, apple	0.0	0.1	11.7	47
11363	Potatoes, baked, flesh, without salt	1.96	0.1	21.55	93
11367	Potatoes, boiled, cooked without skin, flesh, without salt	1.71	0.1	20.01	86
3181	Babyfood, cereal, barley, dry fortified	13.2	6.6	69.4	376
11378	Potatoes, mashed, dehydrated, flakes without milk, dry form	8.34	0.41	81.17	354
3189	Babyfood, cereal, oatmeal, dry fortified	10.99	6.36	73.48	394
3194	Babyfood, cereal, rice, dry fortified	6.65	2.19	83.14	390
44158	Pie fillings, blueberry, canned	0.41	0.2	44.38	181
11391	Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil	2.65	11.59	28.51	219
11398	Potato puffs, frozen, unprepared	1.93	8.71	24.8	178
11403	Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated	2.75	5.48	25.55	158
3213	Babyfood, cookies	11.8	13.2	67.1	433
3216	Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat	7.97	9.27	72.48	407
3217	Zwieback	10.1	9.7	74.2	426
11413	Potato flour	6.9	0.34	83.1	357
11417	Pumpkin flowers, cooked, boiled, drained, without salt	1.09	0.08	3.3	15
11422	Pumpkin, raw	1.0	0.1	6.5	26
11424	Pumpkin, canned, without salt	1.1	0.28	8.09	34
11429	Radishes, raw	0.68	0.1	3.4	16
11435	Rutabagas, raw	1.08	0.16	8.62	37
36012	Restaurant, family style, fried mozzarella sticks	14.75	18.33	25.14	325
44203	Beverages, Cocktail mix, non-alcoholic, concentrated, frozen	0.08	0.01	71.6	287
3246	Babyfood, dessert, custard pudding, vanilla, junior	1.76	0.98	17.58	86
11438	Salsify, cooked, boiled, drained, without salt	2.73	0.17	15.36	68
11439	Sauerkraut, canned, solids and liquids	0.91	0.14	4.28	19
36014	Restaurant, family style, french fries	3.49	14.04	37.2	289
36017	Restaurant, family style, macaroni & cheese, from kids' menu	5.42	6.06	18.8	151
11445	Seaweed, kelp, raw	1.68	0.56	9.57	43
11446	Seaweed, laver, raw	5.81	0.28	5.11	35
11457	Spinach, mature	2.91	0.6	2.64	28
36035	Restaurant, family style, coleslaw	0.88	11.78	12.35	159
11461	Spinach, canned, regular pack, drained solids	2.81	0.5	3.4	23
36037	Restaurant, family style, chili with meat and beans	12.56	9.79	4.57	157
11464	Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt	4.01	0.87	4.8	34
36041	Restaurant, Italian, lasagna with meat	10.83	10.69	11.36	185
11467	Squash, summer, crookneck and straightneck, raw	1.01	0.27	3.88	19
11471	Squash, summer, crookneck and straightneck, canned, drained, solid, without salt	0.61	0.07	2.96	13
11474	Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt	1.28	0.2	5.54	25
11477	Squash, summer, zucchini, includes skin, raw	1.21	0.32	3.11	17
11480	Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt	1.15	0.13	3.56	17
44260	Puddings, all flavors except chocolate, low calorie, instant, dry mix	0.81	0.9	84.66	350
11493	Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt	0.66	0.26	6.46	27
3302	Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS	14.29	4.0	71.82	380
11506	Sweet potato leaves, cooked, steamed, without salt	2.18	0.34	7.38	35
11507	Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)	1.57	0.05	20.12	86
11508	Sweet potato, cooked, baked in skin, flesh, without salt	2.01	0.15	20.71	90
11510	Sweet potato, cooked, boiled, without skin	1.37	0.14	17.72	76
11512	Sweet potato, canned, vacuum pack	1.65	0.2	21.12	91
11518	Taro, raw	1.5	0.2	26.46	112
11520	Taro leaves, raw	4.98	0.74	6.7	42
11527	Tomatoes, green, raw	1.2	0.2	5.1	23
11529	Tomatoes, red, ripe, raw, year round average	0.88	0.2	3.89	18
11531	Tomatoes, red, ripe, canned, packed in tomato juice	0.79	0.25	3.47	16
11540	Tomato juice, with added ingredients, from concentrate, shelf stable	0.86	0.29	4.32	23
11546	Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)	4.32	0.47	18.91	82
11547	Tomato products, canned, puree, without salt added	1.65	0.21	8.98	38
11549	Tomato products, canned, sauce	1.2	0.3	5.31	24
11564	Turnips, raw	0.9	0.1	6.43	28
11569	Turnip greens, cooked, boiled, drained, without salt	1.14	0.23	4.36	20
11575	Turnip greens, frozen, cooked, boiled, drained, without salt	3.35	0.42	4.98	29
912695	REDUCED SODIUM: Nuts, almond butter, plain, with salt added	20.96	55.5	18.82	614
11578	Vegetable juice cocktail, canned	0.93	0.31	3.87	22
11584	Vegetables, mixed, frozen, cooked, boiled, drained, without salt	2.86	0.15	13.09	65
11590	Waterchestnuts, chinese, canned, solids and liquids	0.88	0.06	12.3	50
11591	Watercress, raw	2.3	0.1	1.29	11
11594	Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt	0.4	0.2	3.04	14
11603	Yambean (jicama), raw	0.72	0.09	8.82	38
11609	Beets, pickled, canned, solids and liquids	0.8	0.08	16.28	65
19814	Snacks, pretzels, hard, plain, made with enriched flour, unsalted	9.1	3.5	79.2	381
19823	Potato chips, without salt, reduced fat	7.1	20.8	67.8	487
19833	Snacks, tortilla chips, low fat, unsalted	11.0	5.7	80.1	416
11644	Squash, winter, all varieties, cooked, baked, without salt	0.89	0.35	8.85	37
11655	Carrot juice, canned	0.95	0.15	9.28	40
11663	Seaweed, agar, dried	6.21	0.3	80.88	306
11667	Seaweed, spirulina, dried	57.47	7.72	23.9	290
11669	Seaweed, wakame, raw	3.03	0.64	9.14	45
11674	Potatoes, baked, flesh and skin, without salt	2.5	0.13	21.15	93
19868	Sweeteners, tabletop, sucralose, SPLENDA packets	0.0	0.0	91.17	336
19871	Frozen novelties, No Sugar Added, FUDGSICLE pops	3.67	1.87	23.11	124
93600	Turtle, green, raw	19.8	0.5	0.0	89
19905	Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)	5.09	32.2	59.97	550
19912	Sweetener, syrup, agave	0.09	0.45	76.37	310
19916	Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup	2.87	2.03	14.2	43
19918	Sweetener, herbal extract powder from Stevia leaf	0.0	0.0	100.0	0
19920	Jams, preserves, marmalades, sweetened with fruit juice	0.0	0.0	52.93	212
11729	Beans, snap, green, canned, no salt added, drained solids	1.12	0.46	4.32	22
19923	Candies, HERSHEYS, PAYDAY Bar	13.44	25.0	52.88	490
11732	Beans, snap, yellow, frozen, cooked, boiled, drained, without salt	1.49	0.17	6.45	28
19924	Syrup, NESTLE, chocolate	0.0	0.0	67.21	269
11735	Beets, canned, no salt added, solids and liquids	0.8	0.07	6.57	28
11758	Carrots, canned, no salt added, solids and liquids	0.59	0.14	5.36	23
11771	Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)	1.95	0.77	13.86	61
11812	Peas, green, canned, no salt added, solids and liquids	3.19	0.3	9.75	53
20005	Barley, pearled, raw	9.91	1.16	77.72	352
20006	Barley, pearled, cooked	2.26	0.44	28.22	123
20010	Buckwheat groats, roasted, cooked	3.38	0.62	19.94	92
11819	Peppers, hot chili, red, raw	1.87	0.44	8.81	40
20011	Buckwheat flour, whole-groat	12.62	3.1	70.59	335
11821	Peppers, sweet, red, raw	0.99	0.3	6.03	26
20012	Bulgur, dry	12.29	1.33	75.87	342
20013	Bulgur, cooked	3.08	0.24	18.58	83
20017	Corn flour, masa, enriched, white	8.46	3.69	76.59	363
20019	Corn flour, masa, unenriched, white	8.46	3.69	76.59	363
20022	Cornmeal, degermed, enriched, yellow	7.11	1.75	79.45	370
36408	Restaurant, Latino, pupusas con frijoles (pupusas, bean)	5.59	9.01	31.5	229
36409	Restaurant, Latino, pupusas con queso (pupusas, cheese)	11.72	13.25	22.39	256
36410	Restaurant, Latino, pupusas del cerdo (pupusas, pork)	11.51	10.43	23.02	232
20027	Cornstarch	0.26	0.05	91.27	381
36411	Restaurant, Latino, tamale, corn	3.48	7.21	26.68	186
20029	Couscous, cooked	3.79	0.16	23.22	112
20030	Hominy, canned, white	1.48	0.88	14.26	72
36412	Restaurant, Latino, tamale, pork	7.38	9.04	15.8	174
20032	Millet, cooked	3.51	1.0	23.67	119
20033	Oat bran, raw	17.3	7.03	66.22	246
36417	Restaurant, Mexican, spanish rice	3.28	5.29	31.16	185
36418	Restaurant, Mexican, refried beans	6.91	6.77	16.79	156
20036	Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)	7.54	3.2	76.25	367
20037	Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)	2.74	0.97	25.58	123
20044	Rice, white, long-grain, regular, raw, enriched	7.13	0.66	79.95	365
20045	Rice, white, long-grain, regular, enriched, cooked	2.69	0.28	28.17	130
20055	Rice, white, glutinous, unenriched, cooked	2.02	0.19	21.09	97
20061	Flour, rice, white, unenriched	6.94	1.3	79.8	359
20068	Tapioca, pearl, dry	0.19	0.02	88.69	358
11885	Tomatoes, red, ripe, canned, packed in tomato juice, no salt added	0.79	0.25	3.47	16
20077	Wheat bran, crude	15.55	4.25	64.51	216
11888	Tomato products, canned, puree, with salt added	1.65	0.21	8.98	38
20080	Flour, whole wheat, unenriched	15.1	2.73	71.2	370
20081	Flour, wheat, all-purpose, enriched, bleached	10.9	1.48	77.3	366
20083	Flour, bread, white, enriched, unbleached	14.3	1.65	72.8	363
20088	Wild rice, raw	14.73	1.08	74.9	357
20089	Wild rice, cooked	3.99	0.34	21.34	101
28285	Bread, chapati or roti, whole wheat, commercially prepared, frozen	7.85	9.2	46.13	299
28286	Bread, paratha, whole wheat, commercially prepared, frozen	6.36	13.2	45.35	326
28287	Bread, naan, whole wheat, commercially prepared, refrigerated	10.2	6.7	46.21	286
28288	Bread, roll, Mexican, bollilo	10.65	5.8	55.77	318
28289	Cookie, vanilla with caramel, coconut, and chocolate coating	3.5	25.8	64.1	489
28290	Cookie, with peanut butter filling, chocolate-coated	8.1	35.3	52.9	562
28291	Cookies, animal, with frosting or icing	3.0	24.1	70.09	509
28292	Crackers, multigrain	7.1	20.4	67.6	482
28293	Cookie, butter or sugar, with chocolate icing or filling	4.1	23.5	68.83	503
28294	Cookie, chocolate, with icing or coating	4.5	24.2	67.87	507
28295	Tortillas, ready-to-bake or -fry, whole wheat	9.76	9.76	45.89	310
20106	Macaroni, vegetable, enriched, cooked	4.53	0.11	26.61	128
28298	Cookies, brownies, commercially prepared, reduced fat, with added fiber	2.77	9.68	61.58	345
28299	Cookies, chocolate sandwich, with creme filling, reduced fat	2.94	13.24	76.17	436
20109	Noodles, egg, dry, enriched	14.16	4.44	71.27	384
20110	Noodles, egg, enriched, cooked	4.54	2.07	25.16	138
28300	Cookies, oatmeal sandwich, with creme filling	2.61	18.29	55.62	398
20112	Noodles, egg, spinach, enriched, cooked	5.04	1.57	24.25	132
20113	Noodles, chinese, chow mein	10.88	21.24	63.64	471
28301	Cookies, peanut butter, commercially prepared, sugar free	10.34	31.03	50.52	523
28302	Cookies, graham crackers, plain or honey, lowfat	5.71	5.71	77.96	386
28303	Crackers, cheese, whole grain	9.62	16.03	57.29	412
28304	Waffles, whole wheat, lowfat, frozen, ready-to-heat	7.14	3.57	49.16	257
20118	Noodles, flat, crunchy, Chinese restaurant	10.33	31.72	51.9	521
28309	Cookies, coconut macaroon	3.02	22.55	61.22	460
20120	Pasta, dry, enriched	13.04	1.51	74.67	371
20121	Pasta, cooked, enriched, without added salt	5.8	0.93	30.86	158
28310	Cookies, shortbread, reduced fat	5.37	14.0	75.99	451
28311	Cookies, sugar wafer, chocolate-covered	3.45	27.59	65.99	526
28312	Rolls, hamburger or hot dog, wheat/cracked wheat	11.69	3.61	47.31	269
20125	Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)	5.99	1.71	30.07	149
28313	Rolls, hamburger or hot dog, whole wheat	12.38	4.38	44.93	269
11935	Catsup	1.04	0.1	27.4	101
28314	Crackers, sandwich-type, peanut butter filled, reduced fat	8.33	16.67	63.49	437
11937	Pickles, cucumber, dill or kosher dill	0.48	0.43	1.99	14
28315	Bread, cinnamon	7.05	5.29	44.38	253
28316	Bread, wheat, sprouted	13.16	0.0	33.88	188
11940	Pickles, cucumber, sweet (includes bread and butter pickles)	0.58	0.41	21.15	91
28318	Bread, french or vienna, whole wheat	8.33	1.04	49.1	239
20134	Rice noodles, cooked	1.79	0.2	24.01	108
11943	Pimento, canned	1.1	0.3	5.1	23
28321	Rolls, hamburger, whole grain white, calcium-fortified	9.3	3.49	46.5	255
11945	Pickle relish, sweet	0.37	0.47	35.06	130
20137	Quinoa, cooked	4.4	1.92	21.3	120
28324	Pancakes, whole wheat, dry mix, incomplete	10.53	1.32	74.11	350
28326	Crackers, whole grain, sandwich-type, with peanut butter filling	14.12	21.18	54.59	465
11949	Catsup, low sodium	1.04	0.1	27.4	101
28327	Crackers, water biscuits	7.14	7.14	72.81	384
28328	Cookies, chocolate chip sandwich, with creme filling	2.94	17.65	63.52	425
11952	Radicchio, raw	1.43	0.25	4.48	23
28329	Cookies, chocolate, made with rice cereal	3.23	19.35	63.26	440
28330	Cookies, marshmallow, with rice cereal and chocolate chips	4.55	18.18	63.26	435
11955	Tomatoes, sun-dried	14.11	2.97	55.76	258
28332	Cookies, gluten-free, chocolate sandwich, with creme filling	2.19	17.89	76.03	474
11957	Fennel, bulb, raw	1.24	0.2	7.3	31
28337	Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca	4.31	5.24	45.78	248
11959	Arugula, raw	2.58	0.66	3.65	25
28341	Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch	3.34	2.65	50.47	239
28345	Crackers, gluten-free, multi-seeded and multigrain	11.25	15.84	66.3	453
28346	Waffles, gluten-free, frozen, ready-to-heat	2.72	8.84	43.05	263
11963	Nopales, raw	1.32	0.09	3.33	16
28347	Pancakes, gluten-free, frozen, ready-to-heat	3.31	4.55	40.32	215
11965	Cauliflower, green, raw	2.95	0.3	6.09	31
11966	Ketchup, restaurant	1.11	0.55	26.8	117
28348	Rolls, dinner, sweet	10.04	7.37	53.58	321
28349	Cookies, oatmeal, reduced fat	4.02	10.04	64.62	365
28350	Cookies, chocolate cream covered biscuit sticks	10.0	22.5	51.08	447
28351	Cookies, Marie biscuit	7.05	10.58	70.54	406
28352	Cookies, vanilla sandwich with creme filling, reduced fat	4.17	10.42	78.16	423
11974	Grape leaves, raw	5.6	2.12	17.31	93
11976	Pepper, banana, raw	1.66	0.45	5.35	27
11977	Peppers, serrano, raw	1.74	0.44	6.7	32
11979	Peppers, jalapeno, raw	0.91	0.37	6.5	29
11994	Broccoli, chinese, raw	1.2	0.76	4.67	26
12006	Seeds, chia seeds, dried	16.54	30.74	42.12	486
3821	Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, not reconstituted	14.0	28.0	52.8	519
28397	Bread, multi-grain (includes whole-grain)	13.36	4.23	43.34	265
28399	Cookies, animal crackers (includes arrowroot, tea biscuits)	6.9	13.8	74.1	446
12016	Seeds, pumpkin and squash seed kernels, roasted, without salt	29.84	49.05	14.71	574
36602	Restaurant, Chinese, fried rice, without meat	3.84	3.19	32.5	174
36603	Restaurant, Chinese, beef and vegetables	7.08	5.3	7.29	105
3837	Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted	11.4	28.71	54.94	524
3838	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, with iron, powder, not reconstituted, with ARA and DHA	13.9	26.0	51.0	494
12037	Seeds, sunflower seed kernels, dry roasted, without salt	19.33	49.8	24.07	582
36618	Restaurant, Chinese, general tso's chicken	12.9	16.36	23.99	295
36619	Restaurant, Chinese, kung pao chicken	9.76	6.98	6.87	129
3852	Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, with iron, powder, not reconstituted, with ARA and DHA	12.5	27.0	53.0	510
36621	Restaurant, Chinese, sweet and sour chicken	10.1	12.65	23.86	250
36622	Restaurant, Chinese, sweet and sour pork	8.88	13.6	25.5	260
36624	Restaurant, Chinese, vegetable chow mein, without meat or noodles	1.34	1.68	5.74	43
36625	Restaurant, Chinese, vegetable lo mein, without meat	4.77	2.35	20.16	121
36626	Restaurant, Chinese, chicken and vegetables	8.18	4.56	5.38	95
3860	Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed	2.86	4.77	11.15	99
36629	Restaurant, Chinese, orange chicken	14.46	12.68	22.46	262
